,x,y,z,num_sites,mollusc_cereum_bullet,mollusc_flavum_bullet,mollusc_lividum_bullet,mollusc_rubeum_bullet,mollusc_viride_bullet,mollusc_albulus_bell,lagrange_cloud_caeruleum,lagrange_cloud_croceum,lagrange_cloud_luteolum,lagrange_cloud_proto,lagrange_cloud_roseum,lagrange_cloud_rubicundum,lagrange_cloud_viride,ice_crystal_albidum,ice_crystal_flavum,ice_crystal_lindigoticum,ice_crystal_prasinum,ice_crystal_purpureum,ice_crystal_roseum,ice_crystal_rubeum,metallic_crystal_albidum,metallic_crystal_flavum,metallic_crystal_lindigoticum,metallic_crystal_prasinum,metallic_crystal_purpureum,metallic_crystal_roseum,metallic_crystal_rubeum,silicate_crystal_albidum,silicate_crystal_flavum,silicate_crystal_lindigoticum,silicate_crystal_prasinum,silicate_crystal_purpureum,silicate_crystal_roseum,silicate_crystal_rubeum,silicate_crystal_solid spheres,solid_mineral_solid spheres,added_by,mollusc,lagrange_cloud,ice_crystal,metallic_crystal,silicate_crystal,solid_mineral
SMOJAEA BV-A B41-0,15521.3125,24.21875,3662.03125,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,SciberWolf,Lividum Bullet,,"Crystal Flavum, Crystal Roseum",Crystal Prasinum,,
SMOJAEA BW-N D6-9,15440.59375,119.6875,3376.28125,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
SMOJAEA CA-K C23-0,15375.8125,420.84375,3779.1875,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,,,,,,
SMOJAEA CC-D D12-9,15463.71875,48.09375,3828.6875,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,R!pP3rT,Cereum Bullet,,Crystal Purpureum,"Crystal Flavum, Crystal Rubeum","Crystal Albidum, Crystal Lindigoticum, Crystal Roseum",
SMOJAEA CD-A D14-3,15371.34375,240.9375,4044.59375,2,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,OUT,Lividum Bullet,,"Crystal Albidum, Crystal Lindigoticum",,Crystal Rubeum,
SMOJAEA CG-Z B41-0,15505.3125,46.8125,3679.53125,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SciberWolf,Viride Bullet,,"Crystal Flavum, Crystal Prasinum",,,
SMOJAEA CM-O B47-0,15499.9375,18.65625,3795.71875,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,Lividum Bullet,,,Crystal Purpureum,,
SMOJAEA DJ-G C24-0,15499.375,18.34375,3815.59375,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,Cereum Bullet,,"Crystal Albidum, Crystal Rubeum",,,
SMOJAEA DQ-S B31-0,15359.84375,39.9375,3455.71875,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,DRAKUSA,Flavum Bullet,,"Crystal Lindigoticum, Crystal Purpureum, Crystal Rubeum",,,
SMOJAEA EI-C B54-0,15540.3125,38.8125,3954.71875,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Nigel Prang,"Lividum Bullet, Viride Bullet",,"Crystal Flavum, Crystal Purpureum, Crystal Roseum",,,
SMOJAEA FB-Z B41-0,15520.1875,15.53125,3675.0,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,SciberWolf,"Lividum Bullet, Viride Bullet",,"Crystal Flavum, Crystal Prasinum, Crystal Purpureum, Crystal Rubeum",,Crystal Rubeum,
SMOJAEA FD-A C14-1,15450.34375,116.5625,3392.875,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
SMOJAEA FS-L B49-0,15559.1875,100.84375,3840.3125,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,,,,,,
SMOJAEA FU-E B25-0,15397.1875,20.15625,3320.90625,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SciberWolf,Viride Bullet,,"Crystal Albidum, Crystal Roseum",,,
SMOJAEA GI-B D13-2,15528.625,31.90625,3925.875,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,Nigel Prang,"Cereum Bullet, Rubeum Bullet",,,"Crystal Flavum, Crystal Prasinum, Crystal Purpureum, Crystal Rubeum",,
SMOJAEA HA-U B30-0,15440.125,-1.875,3435.125,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Nocturnous,,,,,,
SMOJAEA HI-B D13-4,15550.5625,36.5,3964.5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Nigel Prang,Rubeum Bullet,,,"Crystal Flavum, Crystal Rubeum",,
SMOJAEA HI-B D13-13,15564.53125,-7.96875,3951.75,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,Nigel Prang,Cereum Bullet,,,"Crystal Flavum, Crystal Prasinum, Crystal Rubeum",Crystal Lindigoticum,
SMOJAEA HL-I B37-0,15558.125,79.03125,3580.15625,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
SMOJAEA HX-L D7-8,15419.5625,40.125,3449.6875,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,DRAKUSA,"Cereum Bullet, Rubeum Bullet",,,"Crystal Flavum, Crystal Purpureum, Crystal Rubeum",,
SMOJAEA IJ-Y C14-1,15399.1875,125.84375,3423.71875,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
SMOJAEA IP-E C25-2,15566.40625,39.375,3856.21875,2,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,Nigel Prang,"Rubeum Bullet, Viride Bullet",,"Crystal Albidum, Crystal Roseum","Crystal Prasinum, Crystal Rubeum",,
SMOJAEA JA-U B30-0,15479.75,-2.0625,3439.25,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Nocturnous,,,,,,
SMOJAEA JK-E C25-0,15514.0,13.71875,3882.875,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Nigel Prang,Cereum Bullet,,,"Crystal Purpureum, Crystal Roseum",,
SMOJAEA JM-Y C28-0,15357.09375,231.6875,4042.78125,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,OUT,Lividum Bullet,,"Crystal Lindigoticum, Crystal Prasinum",,,
SMOJAEA JP-N C20-2,15446.75,72.8125,3665.71875,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,,,,,,
SMOJAEA JV-C B26-0,15363.1875,-1.375,3351.5625,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SciberWolf,Lividum Bullet,,"Crystal Albidum, Crystal Prasinum",,,
SMOJAEA JY-S B45-0,15492.4375,134.4375,3756.6875,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,,,,,,
SMOJAEA KA-U B30-0,15504.9375,-2.4375,3445.9375,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Nocturnous,Lividum Bullet,,"Crystal Albidum, Crystal Flavum, Crystal Lindigoticum, Crystal Roseum",,,
SMOJAEA KB-I B37-0,15541.09375,50.78125,3594.125,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Nigel Prang,Viride Bullet,,"Crystal Lindigoticum, Crystal Purpureum",,,
SMOJAEA KD-K D8-3,15365.8125,37.09375,3529.75,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Nocturnous,Cereum Bullet,,,"Crystal Flavum, Crystal Purpureum",,
SMOJAEA KI-K D8-5,15505.34375,110.375,3574.65625,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Lividum Bullet,,"Crystal Flavum, Crystal Roseum",,,
SMOJAEA KD-L B49-0,15536.375,40.84375,3835.125,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Nigel Prang,,,"Crystal Albidum, Crystal Prasinum, Crystal Purpureum, Crystal Roseum",,Crystal Roseum,
SMOJAEA LD-L B49-0,15555.625,39.75,3837.875,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Nigel Prang,Viride Bullet,,"Crystal Lindigoticum, Crystal Purpureum",,,
SMOJAEA LV-K C22-0,15495.9375,220.59375,3735.15625,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,,,,,,
SMOJAEA LV-T B30-0,15492.34375,-7.53125,3445.40625,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Nocturnous,Cereum Bullet,,,,,
SMOJAEA MS-U F2-0,15329.53125,4.8125,3737.3125,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,,,,,,
SMOJAEA MW-H C24-0,15477.46875,349.25,3846.03125,3,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,ADM INFWHALE,"Rubeum Bullet, Viride Bullet",,"Crystal Flavum, Crystal Lindigoticum, Crystal Prasinum, Crystal Rubeum",Crystal Flavum,Crystal Rubeum,
SMOJAEA MY-L B35-0,15298.625,76.78125,3535.34375,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
SMOJAEA NH-G B38-0,15524.6875,52.71875,3609.625,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Nigel Prang,Lividum Bullet,,"Crystal Lindigoticum, Crystal Rubeum",Crystal Purpureum,,
SMOJAEA OH-G B38-0,15548.71875,40.0,3595.25,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Nigel Prang,Lividum Bullet,,"Crystal Albidum, Crystal Purpureum",,,
SMOJAEA OO-I D9-4,15523.8125,109.53125,3612.71875,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
SMOJAEA OO-S B45-0,15499.9375,92.71875,3756.09375,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R!pP3rT,,,,,,
SMOJAEA OP-F D11-2,15301.84375,300.0625,3750.90625,3,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Rubeum Bullet,Cloud Proto,Crystal Albidum,"Crystal Prasinum, Crystal Rubeum",,
SMOJAEA OP-F D11-3,15313.21875,303.6875,3755.25,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,ADM INFWHALE,Cereum Bullet,,,"Crystal Flavum, Crystal Purpureum",Crystal Lindigoticum,
